x,f,df
-8.440000000,-0.000000000,-0.000000000
-8.430000000,-0.000000000,-0.000000000
-8.420000000,-0.000000000,-0.000000000
-8.410000000,-0.000000000,-0.000000000
-8.400000000,-0.000000000,-0.000000000
-8.390000000,-0.000000000,-0.000000000
-8.380000000,-0.000000000,-0.000000000
-8.370000000,-0.000000000,-0.000000000
-8.360000000,-0.000000000,-0.000000000
-8.350000000,-0.000000000,-0.000000000
-8.340000000,-0.000000000,-0.000000000
-8.330000000,-0.000000000,-0.000000000
-8.320000000,-0.000000000,-0.000000000
-8.310000000,-0.000000000,-0.000000000
-8.300000000,-0.000000000,-0.000000000
-8.290000000,-0.000000000,-0.000000000
-8.280000000,-0.000000000,-0.000000000
-8.270000000,-0.000000000,-0.000000000
-8.260000000,-0.000000000,-0.000000000
-8.250000000,-0.000000000,-0.000000000
-8.240000000,-0.000000000,-0.000000000
-8.230000000,-0.000000000,-0.000000000
-8.220000000,-0.000000000,-0.000000000
-8.210000000,-0.000000000,-0.000000000
-8.200000000,-0.000000000,-0.000000000
-8.190000000,-0.000000000,-0.000000000
-8.180000000,-0.000000000,-0.000000000
-8.170000000,-0.000000000,-0.000000000
-8.160000000,-0.000000000,-0.000000000
-8.150000000,-0.000000000,-0.000000000
-8.140000000,-0.000000000,-0.000000000
-8.130000000,-0.000000000,-0.000000000
-8.120000000,-0.000000000,-0.000000000
-8.110000000,-0.000000000,-0.000000000
-8.100000000,-0.000000000,-0.000000000
-8.090000000,-0.000000000,-0.000000000
-8.080000000,-0.000000000,-0.000000000
-8.070000000,-0.000000000,-0.000000000
-8.060000000,-0.000000000,-0.000000000
-8.050000000,-0.000000000,-0.000000000
-8.040000000,-0.000000000,-0.000000000
-8.030000000,-0.000000000,-0.000000000
-8.020000000,-0.000000000,-0.000000000
-8.010000000,-0.000000000,-0.000000000
-8.000000000,-0.000000000,-0.000000000
-7.990000000,-0.000000000,-0.000000000
-7.980000000,-0.000000000,-0.000000000
-7.970000000,-0.000000000,-0.000000000
-7.960000000,-0.000000000,-0.000000000
-7.950000000,-0.000000000,-0.000000000
-7.940000000,-0.000000000,-0.000000000
-7.930000000,-0.000000000,-0.000000000
-7.920000000,-0.000000000,-0.000000000
-7.910000000,-0.000000000,-0.000000000
-7.900000000,-0.000000000,-0.000000000
-7.890000000,-0.000000000,-0.000000000
-7.880000000,-0.000000000,-0.000000000
-7.870000000,-0.000000000,-0.000000000
-7.860000000,-0.000000000,-0.000000000
-7.850000000,-0.000000000,-0.000000000
-7.840000000,-0.000000000,-0.000000000
-7.830000000,-0.000000000,-0.000000000
-7.820000000,-0.000000000,-0.000000000
-7.810000000,-0.000000000,-0.000000000
-7.800000000,-0.000000000,-0.000000000
-7.790000000,-0.000000000,-0.000000000
-7.780000000,-0.000000000,-0.000000000
-7.770000000,-0.000000000,-0.000000000
-7.760000000,-0.000000000,-0.000000000
-7.750000000,-0.000000000,-0.000000000
-7.740000000,-0.000000000,-0.000000000
-7.730000000,-0.000000000,-0.000000000
-7.720000000,-0.000000000,-0.000000000
-7.710000000,-0.000000000,-0.000000000
-7.700000000,-0.000000000,-0.000000000
-7.690000000,-0.000000000,-0.000000000
-7.680000000,-0.000000000,-0.000000000
-7.670000000,-0.000000000,-0.000000000
-7.660000000,-0.000000000,-0.000000000
-7.650000000,-0.000000000,-0.000000000
-7.640000000,-0.000000000,-0.000000000
-7.630000000,-0.000000000,-0.000000000
-7.620000000,-0.000000000,-0.000000000
-7.610000000,-0.000000000,-0.000000000
-7.600000000,-0.000000000,-0.000000000
-7.590000000,-0.000000000,-0.000000000
-7.580000000,-0.000000000,-0.000000000
-7.570000000,-0.000000000,-0.000000000
-7.560000000,-0.000000000,-0.000000000
-7.550000000,-0.000000000,-0.000000000
-7.540000000,-0.000000000,-0.000000000
-7.530000000,-0.000000000,-0.000000000
-7.520000000,-0.000000000,-0.000000000
-7.510000000,-0.000000000,-0.000000000
-7.500000000,-0.000000000,-0.000000000
-7.490000000,-0.000000000,-0.000000000
-7.480000000,-0.000000000,-0.000000000
-7.470000000,-0.000000000,-0.000000000
-7.460000000,-0.000000000,-0.000000000
-7.450000000,-0.000000000,-0.000000000
-7.440000000,-0.000000000,-0.000000000
-7.430000000,-0.000000000,-0.000000000
-7.420000000,-0.000000000,-0.000000000
-7.410000000,-0.000000000,-0.000000000
-7.400000000,-0.000000000,-0.000000000
-7.390000000,-0.000000000,-0.000000000
-7.380000000,-0.000000000,-0.000000000
-7.370000000,-0.000000000,-0.000000000
-7.360000000,-0.000000000,-0.000000000
-7.350000000,-0.000000000,-0.000000000
-7.340000000,-0.000000000,-0.000000000
-7.330000000,-0.000000000,-0.000000000
-7.320000000,-0.000000000,-0.000000000
-7.310000000,-0.000000000,-0.000000000
-7.300000000,-0.000000000,-0.000000000
-7.290000000,-0.000000000,-0.000000000
-7.280000000,-0.000000000,-0.000000000
-7.270000000,-0.000000000,-0.000000000
-7.260000000,-0.000000000,-0.000000000
-7.250000000,-0.000000000,-0.000000000
-7.240000000,-0.000000000,-0.000000000
-7.230000000,-0.000000000,-0.000000000
-7.220000000,-0.000000000,-0.000000000
-7.210000000,-0.000000000,-0.000000000
-7.200000000,-0.000000000,-0.000000000
-7.190000000,-0.000000000,-0.000000000
-7.180000000,-0.000000000,-0.000000000
-7.170000000,-0.000000000,-0.000000000
-7.160000000,-0.000000000,-0.000000000
-7.150000000,-0.000000000,-0.000000000
-7.140000000,-0.000000000,-0.000000000
-7.130000000,-0.000000000,-0.000000000
-7.120000000,-0.000000000,-0.000000000
-7.110000000,-0.000000000,-0.000000000
-7.100000000,-0.000000000,-0.000000000
-7.090000000,-0.000000000,-0.000000000
-7.080000000,-0.000000000,-0.000000000
-7.070000000,-0.000000000,-0.000000000
-7.060000000,-0.000000000,-0.000000000
-7.050000000,-0.000000000,-0.000000000
-7.040000000,-0.000000000,-0.000000000
-7.030000000,-0.000000000,-0.000000000
-7.020000000,-0.000000000,-0.000000000
-7.010000000,-0.000000000,-0.000000000
-7.000000000,-0.000000000,-0.000000000
-6.990000000,-0.000000000,-0.000000000
-6.980000000,-0.000000000,-0.000000000
-6.970000000,-0.000000000,-0.000000000
-6.960000000,-0.000000000,-0.000000000
-6.950000000,-0.000000000,-0.000000000
-6.940000000,-0.000000000,-0.000000000
-6.930000000,-0.000000000,-0.000000000
-6.920000000,-0.000000000,-0.000000000
-6.910000000,-0.000000000,-0.000000000
-6.900000000,-0.000000000,-0.000000000
-6.890000000,-0.000000000,-0.000000000
-6.880000000,-0.000000000,-0.000000000
-6.870000000,-0.000000000,-0.000000000
-6.860000000,-0.000000000,-0.000000000
-6.850000000,-0.000000000,-0.000000000
-6.840000000,-0.000000000,-0.000000000
-6.830000000,-0.000000000,-0.000000000
-6.820000000,-0.000000000,-0.000000000
-6.810000000,-0.000000000,-0.000000000
-6.800000000,-0.000000000,-0.000000000
-6.790000000,-0.000000000,-0.000000000
-6.780000000,-0.000000000,-0.000000000
-6.770000000,-0.000000000,-0.000000000
-6.760000000,-0.000000000,-0.000000000
-6.750000000,-0.000000000,-0.000000000
-6.740000000,-0.000000000,-0.000000000
-6.730000000,-0.000000000,-0.000000000
-6.720000000,-0.000000000,-0.000000000
-6.710000000,-0.000000000,-0.000000000
-6.700000000,-0.000000000,-0.000000000
-6.690000000,-0.000000000,-0.000000000
-6.680000000,-0.000000000,-0.000000000
-6.670000000,-0.000000000,-0.000000000
-6.660000000,-0.000000000,-0.000000000
-6.650000000,-0.000000000,-0.000000000
-6.640000000,-0.000000000,-0.000000000
-6.630000000,-0.000000000,-0.000000000
-6.620000000,-0.000000000,-0.000000000
-6.610000000,-0.000000000,-0.000000000
-6.600000000,-0.000000000,-0.000000000
-6.590000000,-0.000000000,-0.000000000
-6.580000000,-0.000000000,-0.000000000
-6.570000000,-0.000000000,-0.000000000
-6.560000000,-0.000000000,-0.000000000
-6.550000000,-0.000000000,-0.000000000
-6.540000000,-0.000000000,-0.000000000
-6.530000000,-0.000000000,-0.000000000
-6.520000000,-0.000000000,-0.000000000
-6.510000000,-0.000000000,-0.000000000
-6.500000000,-0.000000000,-0.000000000
-6.490000000,-0.000000000,-0.000000000
-6.480000000,-0.000000000,-0.000000000
-6.470000000,-0.000000000,-0.000000000
-6.460000000,-0.000000000,-0.000000000
-6.450000000,-0.000000000,-0.000000000
-6.440000000,-0.000000000,-0.000000000
-6.430000000,-0.000000000,-0.000000000
-6.420000000,-0.000000000,-0.000000000
-6.410000000,-0.000000000,-0.000000000
-6.400000000,-0.000000000,-0.000000000
-6.390000000,-0.000000000,-0.000000000
-6.380000000,-0.000000000,-0.000000000
-6.370000000,-0.000000000,-0.000000000
-6.360000000,-0.000000000,0.000000000
-6.350000000,-0.000000000,0.000000000
-6.340000000,-0.000000000,0.000000000
-6.330000000,-0.000000000,0.000000000
-6.320000000,-0.000000000,0.000000000
-6.310000000,-0.000000000,0.000000000
-6.300000000,-0.000000000,0.000000000
-6.290000000,-0.000000000,0.000000000
-6.280000000,0.000000000,0.000000000
-6.270000000,0.000000000,0.000000000
-6.260000000,0.000000000,0.000000000
-6.250000000,0.000000000,0.000000000
-6.240000000,0.000000000,0.000000000
-6.230000000,0.000000000,0.000000000
-6.220000000,0.000000000,0.000000000
-6.210000000,0.000000000,0.000000000
-6.200000000,0.000000000,0.000000000
-6.190000000,0.000000000,0.000000000
-6.180000000,0.000000000,0.000000000
-6.170000000,0.000000000,0.000000000
-6.160000000,0.000000000,0.000000000
-6.150000000,0.000000000,0.000000000
-6.140000000,0.000000000,0.000000000
-6.130000000,0.000000000,0.000000000
-6.120000000,0.000000000,0.000000000
-6.110000000,0.000000000,0.000000000
-6.100000000,0.000000000,0.000000000
-6.090000000,0.000000000,0.000000000
-6.080000000,0.000000000,0.000000000
-6.070000000,0.000000000,0.000000000
-6.060000000,0.000000000,0.000000000
-6.050000000,0.000000000,0.000000000
-6.040000000,0.000000000,0.000000000
-6.030000000,0.000000000,0.000000000
-6.020000000,0.000000000,0.000000000
-6.010000000,0.000000000,0.000000000
-6.000000000,0.000000000,0.000000000
-5.990000000,0.000000000,0.000000000
-5.980000000,0.000000000,0.000000000
-5.970000000,0.000000000,0.000000000
-5.960000000,0.000000000,0.000000000
-5.950000000,0.000000000,0.000000000
-5.940000000,0.000000000,0.000000000
-5.930000000,0.000000000,0.000000000
-5.920000000,0.000000000,0.000000000
-5.910000000,0.000000000,0.000000000
-5.900000000,0.000000000,0.000000000
-5.890000000,0.000000000,0.000000000
-5.880000000,0.000000000,0.000000000
-5.870000000,0.000000000,0.000000000
-5.860000000,0.000000000,0.000000000
-5.850000000,0.000000000,0.000000000
-5.840000000,0.000000000,0.000000000
-5.830000000,0.000000000,0.000000000
-5.820000000,0.000000000,0.000000000
-5.810000000,0.000000000,0.000000000
-5.800000000,0.000000000,0.000000000
-5.790000000,0.000000000,0.000000000
-5.780000000,0.000000000,0.000000000
-5.770000000,0.000000000,0.000000000
-5.760000000,0.000000000,0.000000000
-5.750000000,0.000000000,0.000000000
-5.740000000,0.000000000,0.000000000
-5.730000000,0.000000000,0.000000000
-5.720000000,0.000000000,0.000000000
-5.710000000,0.000000000,0.000000000
-5.700000000,0.000000000,0.000000000
-5.690000000,0.000000000,0.000000000
-5.680000000,0.000000000,0.000000000
-5.670000000,0.000000000,0.000000000
-5.660000000,0.000000000,0.000000000
-5.650000000,0.000000000,0.000000000
-5.640000000,0.000000000,0.000000000
-5.630000000,0.000000000,0.000000000
-5.620000000,0.000000000,0.000000000
-5.610000000,0.000000000,0.000000000
-5.600000000,0.000000000,0.000000000
-5.590000000,0.000000000,0.000000000
-5.580000000,0.000000000,0.000000000
-5.570000000,0.000000000,0.000000000
-5.560000000,0.000000000,0.000000000
-5.550000000,0.000000000,0.000000000
-5.540000000,0.000000000,0.000000000
-5.530000000,0.000000000,0.000000000
-5.520000000,0.000000000,0.000000000
-5.510000000,0.000000000,0.000000000
-5.500000000,0.000000000,0.000000000
-5.490000000,0.000000000,0.000000000
-5.480000000,0.000000000,0.000000000
-5.470000000,0.000000000,0.000000000
-5.460000000,0.000000000,0.000000000
-5.450000000,0.000000000,0.000000000
-5.440000000,0.000000000,0.000000000
-5.430000000,0.000000000,0.000000000
-5.420000000,0.000000000,0.000000000
-5.410000000,0.000000000,0.000000000
-5.400000000,0.000000000,0.000000000
-5.390000000,0.000000000,0.000000000
-5.380000000,0.000000000,0.000000000
-5.370000000,0.000000000,0.000000000
-5.360000000,0.000000000,0.000000000
-5.350000000,0.000000000,0.000000000
-5.340000000,0.000000000,0.000000000
-5.330000000,0.000000000,0.000000000
-5.320000000,0.000000000,0.000000000
-5.310000000,0.000000000,0.000000000
-5.300000000,0.000000000,0.000000000
-5.290000000,0.000000000,0.000000000
-5.280000000,0.000000000,0.000000000
-5.270000000,0.000000000,0.000000000
-5.260000000,0.000000000,0.000000000
-5.250000000,0.000000000,0.000000000
-5.240000000,0.000000000,0.000000000
-5.230000000,0.000000000,0.000000000
-5.220000000,0.000000000,0.000000000
-5.210000000,0.000000000,0.000000000
-5.200000000,0.000000000,0.000000000
-5.190000000,0.000000000,0.000000000
-5.180000000,0.000000000,0.000000000
-5.170000000,0.000000000,0.000000000
-5.160000000,0.000000000,0.000000000
-5.150000000,0.000000000,0.000000000
-5.140000000,0.000000000,0.000000000
-5.130000000,0.000000000,0.000000000
-5.120000000,0.000000000,0.000000000
-5.110000000,0.000000000,0.000000000
-5.100000000,0.000000000,0.000000000
-5.090000000,0.000000000,0.000000000
-5.080000000,0.000000000,0.000000000
-5.070000000,0.000000000,0.000000000
-5.060000000,0.000000000,0.000000000
-5.050000000,0.000000000,0.000000000
-5.040000000,0.000000000,0.000000000
-5.030000000,0.000000000,0.000000000
-5.020000000,0.000000000,0.000000000
-5.010000000,0.000000000,0.000000000
-5.000000000,0.000000000,0.000000000
-4.990000000,0.000000000,0.000000000
-4.980000000,0.000000000,0.000000000
-4.970000000,0.000000000,0.000000000
-4.960000000,0.000000000,0.000000000
-4.950000000,0.000000000,0.000000000
-4.940000000,0.000000000,0.000000000
-4.930000000,0.000000000,0.000000000
-4.920000000,0.000000000,0.000000000
-4.910000000,0.000000000,0.000000000
-4.900000000,0.000000000,0.000000000
-4.890000000,0.000000000,0.000000000
-4.880000000,0.000000000,0.000000000
-4.870000000,0.000000000,0.000000000
-4.860000000,0.000000000,0.000000001
-4.850000000,0.000000000,0.000000001
-4.840000000,0.000000000,0.000000001
-4.830000000,0.000000000,0.000000001
-4.820000000,0.000000000,0.000000001
-4.810000000,0.000000000,0.000000001
-4.800000000,0.000000000,0.000000001
-4.790000000,0.000000000,0.000000001
-4.780000000,0.000000000,0.000000001
-4.770000000,0.000000000,0.000000001
-4.760000000,0.000000000,0.000000001
-4.750000000,0.000000000,0.000000002
-4.740000000,0.000000000,0.000000002
-4.730000000,0.000000000,0.000000002
-4.720000000,0.000000000,0.000000002
-4.710000000,0.000000000,0.000000002
-4.700000000,0.000000000,0.000000002
-4.690000000,0.000000000,0.000000003
-4.680000000,0.000000000,0.000000003
-4.670000000,0.000000000,0.000000003
-4.660000000,0.000000000,0.000000003
-4.650000000,0.000000000,0.000000004
-4.640000000,0.000000000,0.000000004
-4.630000000,0.000000000,0.000000004
-4.620000000,0.000000001,0.000000005
-4.610000000,0.000000001,0.000000005
-4.600000000,0.000000001,0.000000006
-4.590000000,0.000000001,0.000000006
-4.580000000,0.000000001,0.000000007
-4.570000000,0.000000001,0.000000008
-4.560000000,0.000000001,0.000000008
-4.550000000,0.000000001,0.000000009
-4.540000000,0.000000001,0.000000010
-4.530000000,0.000000001,0.000000011
-4.520000000,0.000000001,0.000000012
-4.510000000,0.000000001,0.000000013
-4.500000000,0.000000002,0.000000014
-4.490000000,0.000000002,0.000000015
-4.480000000,0.000000002,0.000000016
-4.470000000,0.000000002,0.000000018
-4.460000000,0.000000002,0.000000019
-4.450000000,0.000000002,0.000000021
-4.440000000,0.000000003,0.000000023
-4.430000000,0.000000003,0.000000025
-4.420000000,0.000000003,0.000000027
-4.410000000,0.000000003,0.000000029
-4.400000000,0.000000004,0.000000032
-4.390000000,0.000000004,0.000000034
-4.380000000,0.000000004,0.000000037
-4.370000000,0.000000005,0.000000040
-4.360000000,0.000000005,0.000000044
-4.350000000,0.000000006,0.000000047
-4.340000000,0.000000006,0.000000051
-4.330000000,0.000000007,0.000000055
-4.320000000,0.000000007,0.000000060
-4.310000000,0.000000008,0.000000065
-4.300000000,0.000000009,0.000000070
-4.290000000,0.000000009,0.000000075
-4.280000000,0.000000010,0.000000081
-4.270000000,0.000000011,0.000000088
-4.260000000,0.000000012,0.000000095
-4.250000000,0.000000013,0.000000102
-4.240000000,0.000000014,0.000000111
-4.230000000,0.000000015,0.000000119
-4.220000000,0.000000016,0.000000128
-4.210000000,0.000000018,0.000000138
-4.200000000,0.000000019,0.000000149
-4.190000000,0.000000021,0.000000161
-4.180000000,0.000000022,0.000000173
-4.170000000,0.000000024,0.000000186
-4.160000000,0.000000026,0.000000200
-4.150000000,0.000000028,0.000000215
-4.140000000,0.000000030,0.000000231
-4.130000000,0.000000033,0.000000248
-4.120000000,0.000000035,0.000000267
-4.110000000,0.000000038,0.000000286
-4.100000000,0.000000041,0.000000307
-4.090000000,0.000000044,0.000000329
-4.080000000,0.000000048,0.000000353
-4.070000000,0.000000051,0.000000379
-4.060000000,0.000000055,0.000000406
-4.050000000,0.000000059,0.000000434
-4.040000000,0.000000064,0.000000465
-4.030000000,0.000000069,0.000000497
-4.020000000,0.000000074,0.000000532
-4.010000000,0.000000079,0.000000569
-4.000000000,0.000000085,0.000000608
-3.990000000,0.000000091,0.000000649
-3.980000000,0.000000098,0.000000693
-3.970000000,0.000000105,0.000000740
-3.960000000,0.000000113,0.000000789
-3.950000000,0.000000121,0.000000841
-3.940000000,0.000000130,0.000000896
-3.930000000,0.000000139,0.000000955
-3.920000000,0.000000149,0.000001016
-3.910000000,0.000000159,0.000001081
-3.900000000,0.000000171,0.000001150
-3.890000000,0.000000182,0.000001223
-3.880000000,0.000000195,0.000001299
-3.870000000,0.000000208,0.000001379
-3.860000000,0.000000223,0.000001464
-3.850000000,0.000000238,0.000001553
-3.840000000,0.000000254,0.000001646
-3.830000000,0.000000271,0.000001744
-3.820000000,0.000000289,0.000001847
-3.810000000,0.000000308,0.000001954
-3.800000000,0.000000328,0.000002067
-3.790000000,0.000000349,0.000002184
-3.780000000,0.000000371,0.000002307
-3.770000000,0.000000395,0.000002435
-3.760000000,0.000000420,0.000002569
-3.750000000,0.000000446,0.000002708
-3.740000000,0.000000474,0.000002852
-3.730000000,0.000000504,0.000003002
-3.720000000,0.000000534,0.000003157
-3.710000000,0.000000567,0.000003318
-3.700000000,0.000000601,0.000003484
-3.690000000,0.000000636,0.000003655
-3.680000000,0.000000674,0.000003831
-3.670000000,0.000000713,0.000004012
-3.660000000,0.000000754,0.000004198
-3.650000000,0.000000797,0.000004388
-3.640000000,0.000000842,0.000004582
-3.630000000,0.000000889,0.000004779
-3.620000000,0.000000937,0.000004979
-3.610000000,0.000000988,0.000005182
-3.600000000,0.000001041,0.000005386
-3.590000000,0.000001096,0.000005591
-3.580000000,0.000001153,0.000005796
-3.570000000,0.000001212,0.000005999
-3.560000000,0.000001273,0.000006200
-3.550000000,0.000001336,0.000006398
-3.540000000,0.000001401,0.000006590
-3.530000000,0.000001468,0.000006775
-3.520000000,0.000001536,0.000006951
-3.510000000,0.000001607,0.000007117
-3.500000000,0.000001679,0.000007269
-3.490000000,0.000001752,0.000007405
-3.480000000,0.000001827,0.000007523
-3.470000000,0.000001902,0.000007619
-3.460000000,0.000001979,0.000007690
-3.450000000,0.000002056,0.000007733
-3.440000000,0.000002133,0.000007742
-3.430000000,0.000002211,0.000007714
-3.420000000,0.000002288,0.000007644
-3.410000000,0.000002363,0.000007526
-3.400000000,0.000002438,0.000007354
-3.390000000,0.000002510,0.000007123
-3.380000000,0.000002580,0.000006825
-3.370000000,0.000002647,0.000006453
-3.360000000,0.000002709,0.000005999
-3.350000000,0.000002766,0.000005453
-3.340000000,0.000002818,0.000004807
-3.330000000,0.000002862,0.000004051
-3.320000000,0.000002898,0.000003172
-3.310000000,0.000002925,0.000002159
-3.300000000,0.000002941,0.000001000
-3.290000000,0.000002945,-0.000000320
-3.280000000,0.000002934,-0.000001816
-3.270000000,0.000002908,-0.000003503
-3.260000000,0.000002863,-0.000005400
-3.250000000,0.000002799,-0.000007524
-3.240000000,0.000002712,-0.000009896
-3.230000000,0.000002600,-0.000012537
-3.220000000,0.000002460,-0.000015469
-3.210000000,0.000002290,-0.000018718
-3.200000000,0.000002085,-0.000022310
-3.190000000,0.000001842,-0.000026272
-3.180000000,0.000001558,-0.000030635
-3.170000000,0.000001228,-0.000035430
-3.160000000,0.000000848,-0.000040693
-3.150000000,0.000000412,-0.000046458
-3.140000000,-0.000000083,-0.000052766
-3.130000000,-0.000000645,-0.000059657
-3.120000000,-0.000001278,-0.000067175
-3.110000000,-0.000001991,-0.000075367
-3.100000000,-0.000002788,-0.000084284
-3.090000000,-0.000003679,-0.000093977
-3.080000000,-0.000004670,-0.000104503
-3.070000000,-0.000005772,-0.000115922
-3.060000000,-0.000006992,-0.000128297
-3.050000000,-0.000008341,-0.000141695
-3.040000000,-0.000009830,-0.000156187
-3.030000000,-0.000011469,-0.000171848
-3.020000000,-0.000013271,-0.000188759
-3.010000000,-0.000015248,-0.000207002
